Id,CO2 Emissions(g/km)
137640,142.52282130395045
137641,116.95120992454328
137642,77.23183503129613
137643,253.9049186441203
137644,145.97790251160163
137645,371.4034461540454
137646,305.045254592558
137647,119.08652877518577
137648,260.4647858613153
137649,148.53805902996606
137650,279.1590991307753
137651,140.2558741949873
137652,228.31410799636433
137653,246.60007204815622
137654,127.88473834114174
137655,306.04437875765274
137656,168.7291264870253
137657,233.3178868390747
137658,276.2947179505469
137659,235.5731426753639
137660,205.1870552004743
137661,390.51097828709663
137662,317.00794707590615
137663,276.2784138018151
137664,308.1397847122372
137665,249.07937695569586
137666,141.28097118357115
137667,271.47975572477196
137668,228.70960708258704
137669,159.68903382652644
137670,214.2258711151919
137671,134.24322550795094
137672,232.97545857692975
137673,408.6000781594595
137674,148.2310621198736
137675,86.65866685203456
137676,161.86852310070213
137677,176.6464714481428
137678,221.35266294395515
137679,348.2192705503434
137680,173.47918283039692
137681,215.67750768226043
137682,205.40721100416985
137683,105.20964287218472
137684,148.76638902314352
137685,321.8018211919363
137686,212.49218453996943
137687,335.44515379005065
137688,150.67557499015615
137689,213.88322368276235
137690,126.44954499415377
137691,165.1944288911841
137692,161.35265686436676
137693,95.263638494137
137694,314.3579397038141
137695,267.6481055580796
137696,222.02294799496815
137697,282.4207389850982
137698,240.24904491440878
137699,316.9550288785149
137700,329.26131528040526
137701,208.53020032910152
137702,243.27842992659757
137703,99.11902653820094
137704,94.29312222488993
137705,279.06784768027165
137706,213.96254116223037
137707,169.48044985839897
137708,142.50748839175193
137709,153.21672324012823
137710,182.0822113978279
137711,287.2808565857358
137712,78.28405373773818
137713,149.497618939779
137714,326.0525965950005
137715,372.17490612804767
137716,124.86709030171963
137717,142.43734474159743
137718,106.65676236869324
137719,122.07047270402373
137720,316.1949402733696
137721,380.6758926921097
137722,260.7284115745891
137723,205.72060171694082
137724,196.34597488317914
137725,253.3844806890076
137726,267.675604444096
137727,111.93493273902759
137728,265.97118835455564
137729,243.04099007412597
137730,135.69976358695124
137731,95.3731837931172
137732,311.9382184703216
137733,238.38689609070215
137734,279.0147229112736
137735,100.21723023807375
137736,233.3794995137248
137737,200.74731603575714
137738,316.4427824167511
137739,301.27090213375254
137740,98.0537755777795
137741,132.13193571823447
137742,109.50890460546661
137743,284.71751647985917
137744,246.9460553521185
137745,76.75062154499867
137746,279.26896045246554
137747,290.2618582178927
137748,299.4010026488361
137749,185.75188647254956
137750,257.1938593205677
137751,257.51856219772117
137752,200.5953459469935
137753,252.2445192128975
137754,359.84027083711453
137755,123.17865536321452
137756,210.82323509358042
137757,342.86238477872064
137758,192.04819117898282
137759,102.77428117922082
137760,259.9247658280931
137761,226.32250845539502
137762,311.8823319558766
137763,250.57145608991874
137764,106.99719425192608
137765,151.2492284491424
137766,77.60441143469782
137767,91.67343420908583
137768,41.389401686031746
137769,164.03560307708528
137770,202.21383902748534
137771,302.20127141896387
137772,87.6451994350527
137773,156.45655183147585
137774,250.32266457645096
137775,288.2398358952948
137776,231.2421842806536
137777,158.89188339881974
137778,290.27119687767646
137779,362.5949978865802
137780,204.17164280587178
137781,139.97697998987067
137782,166.83948015139464
137783,311.2694508917122
137784,283.5389315401813
137785,164.65422654578597
137786,315.7913656406284
137787,271.0280074399764
137788,130.33744116693046
137789,91.57279162885634
137790,202.30164201891108
137791,95.03018976262854
137792,254.32747792962584
137793,225.08448624434837
137794,186.15069508293158
137795,340.5331425748403
137796,118.39994475168024
137797,281.25999927975
137798,246.5805875397394
137799,197.63969365077196
137800,117.70172994141267
137801,326.46272211311833
137802,293.25275582385177
137803,117.07051556204009
137804,279.6552940436679
137805,162.661907853122
137806,186.120372594955
137807,413.5496166602751
137808,197.99122564824432
137809,239.91183417107328
137810,419.8866512545008
137811,170.00044717569443
137812,327.039686317264
137813,122.26789383678286
137814,219.65038721389033
137815,111.55561638866519
137816,145.45883833250704
137817,52.112977926744556
137818,150.46559595135184
137819,191.95062017713124
137820,215.361497417081
137821,359.11180977716464
137822,166.91050302581124
137823,249.5272171169238
137824,132.24347159506232
137825,198.27417580889704
137826,314.9849317197001
137827,228.87000961382304
137828,189.49948093443385
137829,165.96462062861949
137830,178.69643368606006
137831,138.71087548318974
137832,269.2394082580203
137833,155.6624568544732
137834,214.68860725069
137835,150.1587058221586
137836,122.91316527040769
137837,174.86006200181984
137838,298.5367720820291
137839,261.69014944178974
137840,395.2955830446114
137841,302.3511082051141
137842,280.2088035690521
137843,273.28693911771626
137844,86.05679252617196
137845,129.3671192031552
137846,167.5279554738922
137847,207.84422057899988
137848,132.69632156367342
137849,254.3331818714504
137850,247.89123805907548
137851,239.03896193483666
137852,168.3774587972562
137853,165.107069757095
137854,203.07216630975512
137855,316.18509930866105
137856,305.4481040200332
137857,161.63730768043382
137858,88.23430326914574
137859,318.5090967574647
137860,70.46991293393175
137861,246.16559657172976
137862,154.38914671739718
137863,325.0843351506192
137864,273.02028112563477
137865,197.5471492611243
137866,111.79966608949351
137867,316.73293066188626
137868,181.39167902700024
137869,308.9361517424673
137870,124.67438589414806
137871,166.52552275949225
137872,312.7806775895033
137873,283.73639116854946
137874,84.47823654913671
137875,149.62643912862256
137876,225.79181847248248
137877,103.90247347060532
137878,231.22173794060353
137879,282.17399138373423
137880,90.8961457539469
137881,132.3229426792478
137882,287.2508938744949
137883,88.40974326175323
137884,88.76170988528499
137885,348.97129914727793
137886,278.41954349323197
137887,90.0911108224062
137888,97.4588283795004
137889,130.18232381399162
137890,133.5602901198664
137891,256.996913342414
137892,132.22645506679655
137893,160.1156811764157
137894,328.44811496681655
137895,109.03933943343881
137896,96.8462235989895
137897,290.0170333534643
137898,117.05196058188754
137899,209.71509601236946
137900,79.12435855796706
137901,158.86522998044308
137902,379.97187713385557
137903,208.85490911306948
137904,287.7665698407126
137905,241.95918554199957
137906,213.3367773973432
137907,199.25887316493038
137908,129.2594606697194
137909,175.09042226910825
137910,285.16105179137384
137911,212.20874899859152
137912,99.9887560624288
137913,129.77338540225958
137914,258.5719375615552
137915,249.4823045282368
137916,182.67049810296257
137917,114.5826409880734
137918,254.057612908747
137919,284.2964021561893
137920,234.4329862692523
137921,119.36096533213345
137922,243.9469499669694
137923,246.1834656811334
137924,308.27625368944143
137925,101.19092733734321
137926,38.96114075125069
137927,154.66371843225107
137928,261.3785067142811
137929,66.90398279491093
137930,105.3815345064247
137931,270.0413597010867
137932,252.54999233761174
137933,115.20522742585909
137934,236.80426360798688
137935,230.36737643151287
137936,191.54632367285498
137937,254.60925509635445
137938,208.06984445190292
137939,209.42322138514606
137940,322.28592458198347
137941,82.02092853337788
137942,280.75027821013765
137943,55.950165138233004
137944,227.0309838844998
137945,318.1428644415493
137946,205.92298597094762
137947,110.87696962621261
137948,248.75321623923043
137949,241.0103726214985
137950,251.08901019520488
137951,222.57043186224973
137952,155.22132723702055
137953,121.55271599869434
137954,182.69669559626635
137955,185.12110447105613
137956,193.79280442902711
137957,259.38972954439413
137958,179.9040314103885
137959,198.65841014553368
137960,117.12652137542524
137961,225.076339980701
137962,171.4728793664009
137963,207.73909785297212
137964,158.4791471519973
137965,105.39443672922222
137966,208.10232639110808
137967,213.8878365758435
137968,312.1297454257439
137969,223.348328882515
137970,374.2753156789753
137971,135.37842935297067
137972,147.24016662430626
137973,339.6130494741108
137974,216.58174829198515
137975,216.7579178251881
137976,212.2328593898108
137977,131.82934281033678
137978,247.6404731753198
137979,243.0312620948715
137980,270.093198122477
137981,304.8740082505792
137982,120.9262607025662
137983,333.28847406716017
137984,397.32882564976296
137985,82.87973421865813
137986,155.97661550047604
137987,208.92572928230032
137988,191.6450273484883
137989,155.35101507770116
137990,214.01713581415288
137991,135.51429261482093
137992,147.6124400271921
137993,193.09650857865307
137994,300.96023645347105
137995,132.22239220381883
137996,108.15989921357445
137997,144.35727586688319
137998,180.3502476999373
137999,124.51564493627552
138000,262.8341045951774
138001,80.11553080519701
138002,257.58084086275244
138003,138.68657167750337
138004,193.45506793335
138005,227.92271879579664
138006,251.02030292282285
138007,224.2887663356154
138008,217.0911699282798
138009,265.10834736219476
138010,255.9093955472694
138011,159.43709011448735
138012,108.85279868296209
138013,236.73851849100788
138014,180.44641918914903
138015,237.41330066780318
138016,209.5896130812022
138017,100.76863886498575
138018,173.00810148293797
138019,81.61434746104662
138020,371.36222529074837
138021,290.1327390178292
138022,305.5707185278112
138023,121.05138975362249
138024,142.05628131240644
138025,104.63012524318763
138026,255.58719216526737
138027,203.61486411494187
138028,293.7823504251494
138029,171.54732350196716
138030,250.5438209282138
138031,91.14962844062227
138032,145.51494079182572
138033,370.80545125647666
138034,274.2674814678298
138035,100.84215946326258
138036,254.93110668189883
138037,146.2261855906633
138038,309.0460527552118
138039,104.81691837110995
138040,127.25989828977993
138041,109.0844249800114
138042,268.4164884521992
138043,243.33291892472522
138044,219.75332800554673
138045,103.97748628391219
138046,242.59384206688347
138047,210.5304158902484
138048,196.74162714501344
138049,143.37675965827032
138050,172.7775879753768
138051,243.57211665563443
138052,189.03973125109994
138053,88.6679069115423
138054,140.94385115016652
138055,424.0909185154934
138056,373.5339117395087
138057,259.17725920562407
138058,362.8683824156583
138059,158.3908285090138
138060,132.98015721141542
138061,286.7306733647731
138062,120.06313843306987
138063,168.23445943147306
138064,306.71674471643826
138065,348.74434464575876
138066,217.0611673394091
138067,159.80206233739926
138068,485.10317164393825
138069,144.00242947061992
138070,171.55209835241195
138071,217.82169320099243
138072,189.1145389746718
138073,161.20254983018714
138074,314.1518231061023
138075,70.41775651118728
138076,224.88686043344993
138077,231.3720453232216
138078,239.16742259633048
138079,290.4894689596226
138080,301.93951800675023
138081,112.27937841572268
138082,279.48828837035427
138083,173.2227215014878
138084,259.8786950464342
138085,283.97233332689575
138086,131.72119953250186
138087,337.3437928515484
138088,255.08537752986706
138089,248.04277331687064
138090,244.31634379850493
138091,268.3990479459825
138092,100.1302715681557
138093,396.9600634897669
138094,224.83797629994004
138095,79.08307032395375
138096,183.33460449755532
138097,304.5375449253345
138098,207.89466325239067
138099,142.62693161558
138100,387.77346057699447
138101,61.12054197287726
138102,232.51519927122118
138103,209.12516542450504
138104,97.67993291206997
138105,235.75356088966475
138106,131.6390573333982
138107,80.00149574017995
138108,303.9973204881222
138109,175.22006766938077
138110,91.54067467122013
138111,276.7106905653589
138112,231.64467534343078
138113,254.58440265109704
138114,265.2179091309921
138115,208.08877729866225
138116,179.87251623136686
138117,134.88559233835306
138118,202.42744083201302
138119,129.99195805086828
138120,209.26740879269042
138121,92.19099093315735
138122,215.48821536847228
138123,122.14477511057535
138124,141.88616115685204
138125,130.46609383714954
138126,236.96803989885692
138127,77.93682149781598
138128,107.84654499304759
138129,103.9729319292117
138130,124.54784657265427
138131,209.4465866672278
138132,239.97868317096197
138133,296.7388164491746
138134,88.83872197996531
138135,257.259207892687
138136,216.19536852929028
138137,135.7902077178794
138138,237.16996358964533
138139,152.74151390424257
138140,210.63155857871317
138141,304.4680819511141
138142,260.9696822313294
138143,148.86971997435492
138144,325.81220348119984
138145,99.91868515647306
138146,126.34458888446318
138147,239.79165631013598
138148,211.6890726587147
138149,213.35953229919687
138150,116.24269723365856
138151,268.18471359482436
138152,65.52939777313208
138153,294.51834731955506
138154,331.88598424475214
138155,388.980592213176
138156,251.66236244684757
138157,227.49561544313167
138158,166.0241547263273
138159,209.4465866672278
138160,122.49973202948215
138161,259.4836220576559
138162,238.43525161543886
138163,215.83819584139226
138164,225.71746907156836
138165,132.95688445187412
138166,100.27367192047635
138167,355.24891354946783
138168,242.7563950008502
138169,150.86389079378833
138170,272.68563130395427
138171,188.54112788634606
138172,308.6498371824582
138173,147.85318791064245
138174,222.87016953590594
138175,318.089125085363
138176,232.8989252687729
138177,209.9741950114273
138178,211.22110211047197
138179,256.58709529405036
138180,298.19929581412316
138181,267.9106414198257
138182,187.59726489587797
138183,92.99413872286804
138184,216.57496220157657
138185,177.30855815950562
138186,267.1811668727213
138187,119.65587059427324
138188,183.071129949512
138189,215.41519884208057
138190,130.2023241096411
138191,262.41867216285823
138192,194.2324654702722
138193,188.79770696849306
138194,248.52764160934265
138195,369.7099034781731
138196,379.7246435426676
138197,195.8730181905338
138198,235.54539481095134
138199,260.08286941010454
138200,78.4310228285495
138201,137.33180435685136
138202,237.2701009147069
138203,247.3514158356059
138204,224.36743094036777
138205,145.3049629914281
138206,271.33310552306267
138207,185.12110447105613
138208,138.44255024987547
138209,101.50065024730627
138210,276.8689565077585
138211,180.3748087378291
138212,133.99269745484415
138213,328.92848605392754
138214,224.17641277375466
138215,126.68828722548704
138216,155.95616340576086
138217,209.96126402198774
138218,127.35551621906961
138219,231.24456283430703
138220,278.28661540860554
138221,171.89604337280824
138222,270.33743240168826
138223,34.75731594647764
138224,227.24359256646628
138225,125.87523870687147
138226,242.3610628206954
138227,217.1510410583252
138228,257.7867665573077
138229,219.38849143910736
138230,300.98128266469945
138231,226.30323051187807
138232,202.69502710470329
138233,120.29547886172975
138234,144.0919131476235
138235,81.65542870335186
138236,173.3249623492503
138237,428.8838701141798
138238,281.5724411569413
138239,401.751857354765
138240,190.30672879637453
138241,155.94712208449414
138242,188.92102707843156
138243,97.52776495613453
138244,192.82105904033764
138245,153.98375137829245
138246,303.9482722747173
138247,261.7287370423105
138248,101.98911437463443
138249,347.4490816843186
138250,259.02567835592595
138251,97.7231113562485
138252,141.43312826321153
138253,79.28775044640327
138254,127.38254130641857
138255,254.58463946899235
138256,222.53948602737947
138257,158.41986366830466
138258,176.35731495020977
138259,68.68851010747352
138260,185.64269695769747
138261,126.43334744123075
138262,132.22916211913628
138263,146.63208560663668
138264,264.30415703128836
138265,205.7587967960297
138266,84.29511657678695
138267,222.43193963412705
138268,135.54844835905317
138269,97.80928067103451
138270,227.2618252762034
138271,132.4754068722965
138272,158.00585739755877
138273,217.7995827118577
138274,289.152522441487
138275,226.43897673106315
138276,86.62757956967246
138277,253.33591515003303
138278,107.91643343211324
138279,248.31767389997765
138280,311.92491524137245
138281,99.65555152116485
138282,216.46549474812687
138283,103.50320725447855
138284,273.2450057235487
138285,217.3012364331105
138286,122.81072671222603
138287,166.19949405177204
138288,122.08054010847388
138289,102.2020122728452
138290,87.89579441100626
138291,309.8148490606604
138292,285.7008966335216
138293,127.36489005871601
138294,249.20622923672693
138295,92.73844245134433
138296,231.93410465265157
138297,231.58003409351807
138298,112.19200386708997
138299,120.52664993049669
138300,180.07578668489137
138301,232.6396070985006
138302,188.8330561965261
138303,271.39847082981186
138304,66.29546547855024
138305,285.4460036964286
138306,318.2382966274277
138307,114.95395366730705
138308,138.04275895010903
138309,109.69370996398139
138310,252.68886586762795
138311,169.77134825716
138312,118.53594698466318
138313,236.09567006120523
138314,310.14758063060094
138315,248.17135892998914
138316,108.33101166942944
138317,287.0039072296449
138318,184.97534846625075
138319,149.4971199957505
138320,269.66671186335833
138321,233.79916283707396
138322,130.54229181701172
138323,332.94208504730284
138324,207.2276711220743
138325,131.72437191554852
138326,235.84688509148933
138327,231.49860995095563
138328,228.5858091782451
138329,212.43609320759168
138330,275.7925625963835
138331,323.53475302175445
138332,220.26606190579184
138333,132.7178297715577
138334,292.92008474798115
138335,281.04593735031057
138336,280.9916848066734
138337,324.9622174697874
138338,251.06497210248068
138339,332.44163780837386
138340,84.94614521651893
138341,91.76739342748868
138342,94.84298699600845
138343,144.461972059221
138344,108.02551511960394
138345,120.29029334292804
138346,329.69186602048313
138347,337.08904014023784
138348,247.18449080217238
138349,300.6405415636034
138350,228.67840369089376
138351,129.4036801302209
138352,236.93252598196042
138353,120.86029578525984
138354,274.5022962774406
138355,203.41272386249477
138356,127.54070844701681
138357,257.88643592109
138358,122.52891949103974
138359,264.9000713408818
138360,398.98853373029704
138361,258.4265547602764
138362,379.7437939593977
138363,195.2721113461959
138364,303.1215754928227
138365,302.7808131095722
138366,337.80092826188275
138367,371.3964748966242
138368,180.7776768757737
138369,126.20166945629663
138370,350.6250255338755
138371,116.0818504586137
138372,210.86117318785506
138373,162.27362687848077
138374,221.78751298366367
138375,307.74771560215834
138376,300.14993621593817
138377,282.99116417379565
138378,312.4505368224846
138379,405.6713279340844
138380,78.3075194935181
138381,362.0018241864797
138382,121.32898360501642
138383,205.78747695719625
138384,122.30973829742769
138385,204.7367166961806
138386,247.01515384808374
138387,237.95108218423584
138388,303.6220836593413
138389,306.49075792971695
138390,155.30442184861124
138391,213.6076061303007
138392,174.09368357919467
138393,132.70415671240536
138394,69.12031598101338
138395,116.75566983021703
138396,311.0753432004104
138397,165.08181410346407
138398,144.6579710820115
138399,274.17358676823034
138400,178.79391153482393
138401,141.10843439114606
138402,105.76669043190773
138403,109.0643711654176
138404,129.32566558414118
138405,298.09241964861786
138406,218.78812758651105
138407,248.2704012536409
138408,270.7445156096245
138409,154.26087370292913
138410,368.102551293459
138411,106.10264005135609
138412,296.7724759511525
138413,107.31215528844892
138414,232.2941723224718
